# Mechanical evidence only: generated from the default-disabled SM-2 link log after original-owner and C-VID closure.
# symbol<TAB>cmake_object_target<TAB>referencing_source
__declspec(dllimport) __sys_errlist
_getVideorotate	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideocalc_data_xor	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideocalc_latch_xor	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideodata_and_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideodither	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideosr_masked_val	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_setVideosr_nmask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\ega_writ.c.obj
_getVideodata_and_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\egawrtm0.c.obj
_getVideodata_xor_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\egawrtm0.c.obj
_getVideolatch_xor_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\egawrtm0.c.obj
_getVideoscratch	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\egawrtm0.c.obj
_fwd_word_fill	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_getVideodirty_high	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_getVideodirty_low	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_getVideodirty_total	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_host_stream_io_update	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_memfill	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_paint_screen	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_setVideodirty_high	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_setVideodirty_low	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_setVideodirty_total	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\gfx_updt.c.obj
_getVideobit_prot_mask	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\vga_prts.c.obj
_getVideoplane_enable	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\vga_prts.c.obj
_getVideoread_mapped_plane	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\vga_prts.c.obj
_getVideowplane	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\vga_vide.c.obj
_getVideoscreen_ptr	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\video.c.obj
_host_disable_stream_io	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\video.c.obj
_host_enable_stream_io	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\video.c.obj
_host_ring_bell	ntdos64-opennt-video-provider-objects	base\mvdm\softpc.new\base\video\video.c.obj
_HoldEMMBackFillMemory	ntdos64-opennt-x86-emm-host-objects	base\mvdm\softpc.new\host\src\x86_emm.c.obj
