"disposition_id"	"call_id"	"caller_path"	"caller_package"	"caller_line"	"lexical_callee"	"declaration_id"	"declaration_path"	"declaration_package"	"disposition"	"selected_definition_ids"	"owner"	"recovery_state"	"evidence"
"MVDM-BOUNDARY-02897"	"MVDM-CALL-046145"	"softpc.new/base/keymouse/mouse.c"	"softpc.new"	"332"	"ica_clear_int"	"MVDM-DECL-03044"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	""	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse.c:332; softpc.new/base/inc/ica.h:116"
"MVDM-BOUNDARY-02898"	"MVDM-CALL-046147"	"softpc.new/base/keymouse/mouse.c"	"softpc.new"	"371"	"ica_hw_interrupt"	"MVDM-DECL-03047"	"softpc.new/base/inc/ica.h"	"softpc.new"	"external-boundary-candidate"	""	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse.c:371; softpc.new/base/inc/ica.h:119"
"MVDM-BOUNDARY-02899"	"MVDM-CALL-046164"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"189"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:189; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02900"	"MVDM-CALL-046165"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"189"	"outb"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:189; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02901"	"MVDM-CALL-046168"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"194"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:194; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02902"	"MVDM-CALL-046260"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"757"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:757; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02903"	"MVDM-CALL-046266"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"816"	"host_memset"	"MVDM-DECL-02944"	"softpc.new/base/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09542"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:816; softpc.new/base/inc/host.h:39"
"MVDM-BOUNDARY-02904"	"MVDM-CALL-046341"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1069"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1069; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02905"	"MVDM-CALL-046342"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1071"	"outb"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1071; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02906"	"MVDM-CALL-046343"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1072"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1072; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02907"	"MVDM-CALL-046344"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1074"	"outb"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1074; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02908"	"MVDM-CALL-046383"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1195"	"mouse_io_interrupt"	"MVDM-DECL-01965"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-07620;MVDM-DEF-10128"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1195; softpc.new/base/inc/bios.h:267"
"MVDM-BOUNDARY-02909"	"MVDM-CALL-046389"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1218"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1218; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02910"	"MVDM-CALL-046398"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1245"	"mouse_io_language"	"MVDM-DECL-01966"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-07621;MVDM-DEF-10127"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1245; softpc.new/base/inc/bios.h:268"
"MVDM-BOUNDARY-02911"	"MVDM-CALL-046463"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1525"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1525; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02912"	"MVDM-CALL-046465"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1527"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1527; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02913"	"MVDM-CALL-046467"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1528"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1528; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02914"	"MVDM-CALL-046477"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1538"	"host_simulate"	"MVDM-DECL-03467"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08997;MVDM-DEF-10166"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1538; softpc.new/host/inc/host.h:42"
"MVDM-BOUNDARY-02915"	"MVDM-CALL-046492"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1555"	"host_simulate"	"MVDM-DECL-03467"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08997;MVDM-DEF-10166"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1555; softpc.new/host/inc/host.h:42"
"MVDM-BOUNDARY-02916"	"MVDM-CALL-046506"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1571"	"host_simulate"	"MVDM-DECL-03467"	"softpc.new/host/inc/host.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08997;MVDM-DEF-10166"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1571; softpc.new/host/inc/host.h:42"
"MVDM-BOUNDARY-02917"	"MVDM-CALL-046517"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1597"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1597; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02918"	"MVDM-CALL-046518"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1598"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1598; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02919"	"MVDM-CALL-046519"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1604"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1604; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02920"	"MVDM-CALL-046520"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1605"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1605; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02921"	"MVDM-CALL-046522"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1609"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1609; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02922"	"MVDM-CALL-046523"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1610"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1610; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02923"	"MVDM-CALL-046524"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1614"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1614; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02924"	"MVDM-CALL-046526"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1622"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1622; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02925"	"MVDM-CALL-046527"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1623"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1623; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02926"	"MVDM-CALL-046529"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1629"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1629; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02927"	"MVDM-CALL-046530"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1635"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1635; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02928"	"MVDM-CALL-046531"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1636"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1636; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02929"	"MVDM-CALL-046533"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1646"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1646; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02930"	"MVDM-CALL-046534"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1647"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1647; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02931"	"MVDM-CALL-046536"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1651"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1651; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02932"	"MVDM-CALL-046540"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1699"	"mouse_video_mode_changed"	"MVDM-DECL-03151"	"softpc.new/base/inc/mouse_io.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-07631"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1699; softpc.new/base/inc/mouse_io.h:820"
"MVDM-BOUNDARY-02933"	"MVDM-CALL-046555"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1748"	"mouse_video_io"	"MVDM-DECL-01967"	"softpc.new/base/inc/bios.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-07633;MVDM-DEF-10129"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1748; softpc.new/base/inc/bios.h:269"
"MVDM-BOUNDARY-02934"	"MVDM-CALL-046581"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1843"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1843; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02935"	"MVDM-CALL-046582"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1843"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1843; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02936"	"MVDM-CALL-046584"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1845"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1845; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02937"	"MVDM-CALL-046585"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1845"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1845; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02938"	"MVDM-CALL-046607"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1910"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1910; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02939"	"MVDM-CALL-046612"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1915"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1915; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02940"	"MVDM-CALL-046618"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1923"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1923; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02941"	"MVDM-CALL-046623"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1928"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1928; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02942"	"MVDM-CALL-046624"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1940"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1940; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02943"	"MVDM-CALL-046626"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1941"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1941; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02944"	"MVDM-CALL-046628"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1944"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1944; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02945"	"MVDM-CALL-046632"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1949"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1949; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02946"	"MVDM-CALL-046635"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1953"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1953; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02947"	"MVDM-CALL-046672"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1992"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1992; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02948"	"MVDM-CALL-046673"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"1992"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:1992; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02949"	"MVDM-CALL-046677"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2000"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2000; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02950"	"MVDM-CALL-046678"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2000"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2000; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02951"	"MVDM-CALL-046682"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2008"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2008; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02952"	"MVDM-CALL-046683"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2008"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2008; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02953"	"MVDM-CALL-046687"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2013"	"inb"	"MVDM-DECL-04552"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10160"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2013; softpc.new/host/inc/nt_mon.h:36"
"MVDM-BOUNDARY-02954"	"MVDM-CALL-046688"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2020"	"outw"	"MVDM-DECL-04555"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-10163"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2020; softpc.new/host/inc/nt_mon.h:39"
"MVDM-BOUNDARY-02955"	"MVDM-CALL-046689"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2020"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2020; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02956"	"MVDM-CALL-046690"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2022"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2022; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02957"	"MVDM-CALL-046691"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2023"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2023; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02958"	"MVDM-CALL-046692"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2023"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2023; softpc.new/base/inc/dasm.h:23"
"MVDM-BOUNDARY-02959"	"MVDM-CALL-046693"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2027"	"outb"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2027; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02960"	"MVDM-CALL-046694"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2029"	"OUTB"	"MVDM-DECL-04553"	"softpc.new/host/inc/nt_mon.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-08389;MVDM-DEF-10162"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2029; softpc.new/host/inc/nt_mon.h:37"
"MVDM-BOUNDARY-02961"	"MVDM-CALL-046699"	"softpc.new/base/keymouse/mouse_io.c"	"softpc.new"	"2043"	"sas_hw_at"	"MVDM-DECL-02325"	"softpc.new/base/inc/dasm.h"	"softpc.new"	"selected-definition-name-observed"	"MVDM-DEF-09999"	"unreviewed"	"unreviewed"	"softpc.new/base/keymouse/mouse_io.c:2043; softpc.new/base/inc/dasm.h:23"
