candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	shape_basis	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-005955"	"wdctrl_bop"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"1407"	"host_fdisk_rd"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|162"	"4"	"unresolved"	"4"	"unresolved"	"ifdef:WDCTRL_BOP"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005956"	"disktobuffer"	"softpc.new/base/disks/fdisk.c"	"f95a9a26a9ef201e9552f2459a6ba85080e17fb8ccae3fb6280c63eb2fa78607"	"1432"	"host_fdisk_rd"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|162"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005957"	"buffertodisk"	"softpc.new/base/disks/fdisk.c"	"f95a9a26a9ef201e9552f2459a6ba85080e17fb8ccae3fb6280c63eb2fa78607"	"1449"	"host_fdisk_wt"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|168"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005967"	"fdisk_physattach"	"softpc.new/base/disks/fdisk.c"	"f95a9a26a9ef201e9552f2459a6ba85080e17fb8ccae3fb6280c63eb2fa78607"	"1826"	"host_fdisk_get_params"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|140"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005969"	"fdisk_reset"	"softpc.new/base/disks/fdisk.c"	"f95a9a26a9ef201e9552f2459a6ba85080e17fb8ccae3fb6280c63eb2fa78607"	"1886"	"host_fdisk_seek0"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|150"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005970"	"fdisk_reset"	"softpc.new/base/disks/fdisk.c"	"f95a9a26a9ef201e9552f2459a6ba85080e17fb8ccae3fb6280c63eb2fa78607"	"1895"	"host_fdisk_seek0"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|150"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005971"	"fla_init"	"softpc.new/base/disks/fla.c"	"b8c5f0420eac7f14f662799b995b37e86d14dc252271b7bf4ae309ba6650fb5d"	"1151"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"unconditional"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005975"	"cmos_type"	"softpc.new/base/disks/floppy.c"	"35efd26857a3f5c7960b0890a6ec3fd778dfde7dc8e74959fd3a8e3d41db424c"	"2412"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005976"	"cmos_type"	"softpc.new/base/disks/floppy.c"	"35efd26857a3f5c7960b0890a6ec3fd778dfde7dc8e74959fd3a8e3d41db424c"	"2422"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005978"	"gfi_slave_change"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"149"	"logout"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|166"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005982"	"gfi_slave_active"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"198"	"login"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|148"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005985"	"gfi_slave_active"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"240"	"logout"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|166"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005987"	"gfi_slave_drive_on"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"281"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005988"	"gfi_slave_drive_on"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"283"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005989"	"gfi_slave_drive_off"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"311"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005990"	"gfi_slave_drive_off"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"313"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005991"	"gfi_slave_high"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"333"	"datarate"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|67"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005992"	"gfi_slave_high"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"334"	"datarate"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|67"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005993"	"gfi_slave_high"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"335"	"datarate"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|67"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005994"	"gfi_slave_drive_type"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"365"	"drivetype"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|88"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005995"	"gfi_slave_change_line"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"408"	"diskchange"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|112"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005996"	"gfi_slave_reset"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"447"	"clrintflag"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|130"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005997"	"gfi_slave_reset"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"450"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005998"	"gfi_slave_reset"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"454"	"wt_digital_output_register"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|222"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005999"	"gfi_slave_reset"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"458"	"wt_floppy_disk_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|263"	"5"	"unresolved"	"5"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006000"	"gfi_slave_reset"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"461"	"rd_floppy_disk_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|304"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006001"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"561"	"wt_dma_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|185"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006002"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"578"	"clrintflag"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|130"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006003"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"584"	"wt_floppy_disk_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|263"	"5"	"unresolved"	"5"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006004"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"603"	"wt_floppy_disk_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|263"	"5"	"unresolved"	"5"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006005"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"629"	"rd_floppy_disk_controller"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|304"	"3"	"unresolved"	"3"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006006"	"gfi_slave_command"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"660"	"rd_diskdata"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_sflp.c|396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5|718"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006007"	"wt_diskdata"	"softpc.new/base/disks/gfi_sflp.c"	"396c621a6c6abf135fdec730a0be91c8bc5582de51687ed006ca5df97d354dc5"	"701"	"wt_disk_buffer"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_ibm.c|234d4fdac97c117a01ee642242dbab691e6809d0a3d25e63df4604d5fbbd955f|348"	"4"	"unresolved"	"4"	"unresolved"	"ifdef:SLAVEPC"	"ifdef:SLAVEPC"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006008"	"gfi_fdc_command"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"157"	"gfi_test_command"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|74"	"2"	"unresolved"	"2"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006009"	"gfi_drive_on"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"189"	"gfi_test_drive_on"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|151"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006010"	"gfi_drive_off"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"203"	"gfi_test_drive_off"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|159"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006011"	"gfi_reset"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"222"	"gfi_test_reset"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|191"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006012"	"gfi_high"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"250"	"gfi_test_high"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|167"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006013"	"gfi_drive_type"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"265"	"gfi_test_drive_type"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|175"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006014"	"gfi_change"	"softpc.new/base/disks/gfi.c"	"0b332182c606cfef8b0788b50866b9e13acd389445a52f60f3cb65caf8f916e6"	"279"	"gfi_test_change"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/disks/gfi_test.c|cfba520508d5e274ac23d471af6656b7bc41af1a8b0606b3b7020570ab2e2210|183"	"1"	"unresolved"	"1"	"unresolved"	"ifndef:PROD"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006028"	"AT_kbd_init"	"softpc.new/base/keymouse/keyba.c"	"d3326210be154866924ca99f1e44e0a76e9a912e15975305804f6b59c4cf7953"	"3183"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"ifndef:NTVDM"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006029"	"AT_kbd_init"	"softpc.new/base/keymouse/keyba.c"	"d3326210be154866924ca99f1e44e0a76e9a912e15975305804f6b59c4cf7953"	"3224"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"else:/* NTVDM */"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006030"	"mouse_driver_initialisation"	"softpc.new/base/keymouse/mouse_io.c"	"1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439"	"816"	"host_memset"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_unix.c|f2ab1f40420a0928884cf524305a9b87b8c65b0c3440ab97367aa1cbce6417a7|307"	"3"	"unresolved"	"3"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006035"	"mouse_video_mode_changed"	"softpc.new/base/keymouse/mouse_io.c"	"1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439"	"1704"	"mouse_ega_mode"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/keymouse/mouse_io.c|1aa3cbd915eb31fa37d4a0b7e0310f77612d39c45d3f552b78ca68b3ce9a3439|1710"	"1"	"unresolved"	"1"	"same-translation-unit original definition"	"ifdef:EGG > if:defined(NTVDM) && !defined(X86GFX)"	"ifdef:EGG"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006041"	"mouse_init"	"softpc.new/base/keymouse/mouse.c"	"2d196d9f0c1ef860436d8eb47c01820913a1164dd1b32e3bd518226653476785"	"398"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"unconditional"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006043"	"ppi_init"	"softpc.new/base/keymouse/ppi.c"	"367cceaa88345e16b2e138faef9addd441da2cd39f95ea3ab6c359651bd8ebf5"	"193"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"unconditional"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006050"	"inb"	"softpc.new/base/support/ios.c"	"e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205"	"475"	"dump_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|45"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006051"	"outb"	"softpc.new/base/support/ios.c"	"e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205"	"516"	"dump_outb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|61"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006052"	"inw"	"softpc.new/base/support/ios.c"	"e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205"	"553"	"dump_inw"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|53"	"1"	"unresolved"	"1"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
