candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	shape_basis	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-000617"	"IOCTLBlockDevs"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2733"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000618"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2773"	"DpmiAllocateBuffer"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/buffer.c|6123c2acefa990be5bf87600a232a32feb1b7435ea0c2f346aa174b56ca37abc|346"	"1"	"1"	"1"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000619"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2793"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000620"	"IoctlReadWriteTrack"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2900"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000621"	"MapDPL"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"2953"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000622"	"GetMachineName"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3005"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000623"	"GetPrinterSetup"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3058"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000624"	"SetPrinterSetup"	"dpmi32/int21map.c"	"b0a8632ddb1bb0ed609115bcb113c7a43a0b042930cd281d333540089589c7e1"	"3110"	"DpmiSimulateIretCF"	"O:\repos.external\OpenNT\base\mvdm|dpmi32/stack.c|e7423b2c5b7c6108b55c262d1329e1b1d279850b65af1abfbc6ec3fcf2af0fe5|131"	"0"	"0"	"0"	"reachable original declaration and definition"	"unconditional"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000685"	"InterProcCommHandler"	"fax/wowfaxui/wfhelper.c"	"bf8cd7fe0a51e9339b98c1ced13a7d295a25a0f49dc08be83d7c07e1b6785bec"	"437"	"GetFaxDataMapName"	"O:\repos.external\OpenNT\base\mvdm|inc/wowfax.h|97c6c40dc2d0565a21dc1be4112fe24f138b10ddbb55fbd29e55da972a2a2c84|284"	"2"	"2;2;2;2"	"2"	"reachable original declaration and definition"	"unconditional"	"ifdef:WOWFAX_INC_COMMON_CODE"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000969"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"85"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000970"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"88"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000971"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"89"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000972"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"97"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000973"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"100"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000974"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"101"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000975"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"109"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000976"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"112"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-000977"	"set_tod"	"softpc.new/base/bios/cmos_bis.c"	"e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd"	"113"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"same-translation-unit original definition"	"ifndef:NTVDM"	"unconditional"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001203"	"com_init"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"2635"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:NTVDM"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-001204"	"com_init"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"2640"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"else:"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-001212"	"com_do_inb"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"2939"	"conv_com_reg"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|2920"	"1"	"unresolved"	"1"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001214"	"com_do_outb"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"2957"	"conv_com_reg"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|2920"	"1"	"unresolved"	"1"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001219"	"com_run_file"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"3000"	"conv_com_reg"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|2920"	"1"	"unresolved"	"1"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001224"	"com_p_rx"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"3098"	"psaved"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001225"	"com_p_tx"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"3106"	"psaved"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001226"	"com_p_all"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"3113"	"psaved"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001227"	"com_d_all"	"softpc.new/base/comms/com.c"	"64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3"	"3128"	"psaved"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/comms/com.c|64ea04370f3e5295b9cdc88d34d3badc03b68ec33ce23715c58a29085ba1e4b3|3135"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:PROD"	"ifndef:PROD"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-001230"	"printer_init"	"softpc.new/base/comms/printer.c"	"b1456dcbc0dc6b4d1fd5d101bfaa6bdc9a4cd5d970c14215f3ae62a173f17ccb"	"683"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:PRINTER"	"ifdef:ANSI"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005726"	"pig_yoda"	"softpc.new/base/debug/pigyoda.c"	"ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2"	"345"	"tokenise_pig_cmd"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|301"	"5"	"unresolved"	"5"	"same-translation-unit original definition"	"ifdef:PIG"	"ifdef:PIG"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-005727"	"pig_yoda"	"softpc.new/base/debug/pigyoda.c"	"ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2"	"346"	"searchCommandTable"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/pigyoda.c|ede413a201fc0d4115b5bb0cd50aad3dd34d93a61dc734df49bfd464132ee7f2|313"	"1"	"unresolved"	"1"	"same-translation-unit original definition"	"ifdef:PIG"	"ifdef:PIG"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-005864"	"YODA_COMMAND"	"softpc.new/base/debug/yoda.c"	"444f1350d7c50b270652d7b062a375536e327952ebb5ba83937fba090db3c817"	"4434"	"idle_ctl"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/system/idetect.c|b93eb0784830446b53eeadb4b4f2dc5506787cd5313b313ecfc1ec14c5b7d160|490"	"unresolved"	"0;1;0;1"	"1"	"unresolved"	"unresolved-call-form"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005866"	"YODA_COMMAND"	"softpc.new/base/debug/yoda.c"	"444f1350d7c50b270652d7b062a375536e327952ebb5ba83937fba090db3c817"	"4440"	"idle_ctl"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/system/idetect.c|b93eb0784830446b53eeadb4b4f2dc5506787cd5313b313ecfc1ec14c5b7d160|490"	"unresolved"	"0;1;0;1"	"1"	"unresolved"	"unresolved-call-form"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005934"	"check_I"	"softpc.new/base/debug/yoda.c"	"444f1350d7c50b270652d7b062a375536e327952ebb5ba83937fba090db3c817"	"7606"	"btrace"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|96"	"unresolved"	"unresolved"	"1"	"unresolved"	"unresolved-call-form"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005939"	"do_back_trace"	"softpc.new/base/debug/yoda.c"	"444f1350d7c50b270652d7b062a375536e327952ebb5ba83937fba090db3c817"	"8213"	"file_back_trace"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/debug/btrace.c|5a19a8cf73bd5c06c47bf3292189c8989bc970933bb4968336580f4be0028e3f|58"	"unresolved"	"1;0;1;0"	"1"	"unresolved"	"unresolved-call-form"	"ifndef:PROD"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005949"	"disk_reset"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"745"	"host_fdisk_seek0"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|150"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005950"	"disk_read"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"800"	"host_fdisk_rd"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|162"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005951"	"disk_write"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"852"	"host_fdisk_wt"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|168"	"4"	"unresolved"	"4"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005952"	"recalibrate"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"1011"	"host_fdisk_seek0"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|150"	"1"	"unresolved"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-005953"	"wdctrl_bop"	"softpc.new/base/disks/diskbios.c"	"d05908d6199675e65ebcf0f2b2c864169e80276639fb8de25b007c5e66751cdc"	"1350"	"host_fdisk_rd"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|162"	"4"	"unresolved"	"4"	"unresolved"	"ifdef:WDCTRL_BOP"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
