"target_path"	"owner_root"	"transfer"	"package_root"	"selection"	"primary_path"	"primary_sha256"	"secondary_path"	"secondary_sha256"	"local_guest_path"	"local_guest_sha256"	"rationale"
"softpc.new/base/inc/cpu2.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\cpu2.h"	"7e9cb73f825974421128e93c90a0096ad10518b6f48e47824e4b5d140638d216"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\cpu2.h"	"7e9cb73f825974421128e93c90a0096ad10518b6f48e47824e4b5d140638d216"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/cpu3.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\cpu3.h"	"ad167e9ff54476da9bc31c724d284073fb5c8796aa4417c66524aecb9e33bc0a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\cpu3.h"	"ad167e9ff54476da9bc31c724d284073fb5c8796aa4417c66524aecb9e33bc0a"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/cpu4.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\cpu4.h"	"c1296168c866527a931bfa4b7cefe21f54acc96a6f242b0a60d6cdba4cdba725"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\cpu4.h"	"c1296168c866527a931bfa4b7cefe21f54acc96a6f242b0a60d6cdba4cdba725"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/d_inst.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\d_inst.h"	"5c26efcce64e3a2bd0f6d64ca53775e6c6a4f016873e15cbfda98148439edfa3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\d_inst.h"	"5c26efcce64e3a2bd0f6d64ca53775e6c6a4f016873e15cbfda98148439edfa3"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/d_oper.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\d_oper.h"	"035d342c10eeed78180ed8881ef14b32477e93a12ce1c2cb35381554f598e90f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\d_oper.h"	"035d342c10eeed78180ed8881ef14b32477e93a12ce1c2cb35381554f598e90f"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dasm.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dasm.h"	"bb18cfba18fc1f8379feef143161e3e62462354cb101a95ac5e8f6e434c0dbe0"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dasm.h"	"bb18cfba18fc1f8379feef143161e3e62462354cb101a95ac5e8f6e434c0dbe0"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/debug.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\debug.h"	"59246b3c18bf6dfcd79b4e61bf961bc0382800deb4d968c198ceb415c284f21b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\debug.h"	"59246b3c18bf6dfcd79b4e61bf961bc0382800deb4d968c198ceb415c284f21b"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/decode.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\decode.h"	"d9ecc3cc6097818f6ab37478612778163fc1b647cf76c3159f30978534dab027"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\decode.h"	"d9ecc3cc6097818f6ab37478612778163fc1b647cf76c3159f30978534dab027"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dfa.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dfa.h"	"c34cb343b608e1cb0cbb53f8ea0f5f4f50289d7565dd5bc36bb02fd963b0d309"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dfa.h"	"c34cb343b608e1cb0cbb53f8ea0f5f4f50289d7565dd5bc36bb02fd963b0d309"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/disk_geo.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\disk_geo.h"	"8d750f2d279e825004ac24bab65ed8ea6fe94fe385963835fe479ba8a7956c30"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\disk_geo.h"	"8d750f2d279e825004ac24bab65ed8ea6fe94fe385963835fe479ba8a7956c30"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dma.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dma.h"	"d69831cddb3de18bebe1532c659608b404686374324b3eeebed5607e15a774e4"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dma.h"	"d69831cddb3de18bebe1532c659608b404686374324b3eeebed5607e15a774e4"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dpmi.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dpmi.h"	"147472a572fe13d6a11307c28ef023b79b495087290b1c8124367b04f4891b46"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dpmi.h"	"147472a572fe13d6a11307c28ef023b79b495087290b1c8124367b04f4891b46"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dsktrace.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dsktrace.h"	"f5e99686a7c84d8a1b1b25db57c35d459c88c1b6dec395c332f027647474d082"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dsktrace.h"	"f5e99686a7c84d8a1b1b25db57c35d459c88c1b6dec395c332f027647474d082"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/dterm.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\dterm.h"	"1a31bf16bf46b520110fd0d5e3562034f2c0d1f5e474ea030f98148c1c686924"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\dterm.h"	"1a31bf16bf46b520110fd0d5e3562034f2c0d1f5e474ea030f98148c1c686924"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egacpu.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egacpu.h"	"4a53a9d1c7fb984deb2c5b0fd629442ee8a35272ad90323624d55daa65886194"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egacpu.h"	"4a53a9d1c7fb984deb2c5b0fd629442ee8a35272ad90323624d55daa65886194"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egagraph.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egagraph.h"	"20c58d8fb126135214410b44cda85a9fb57c7644088e820ce979ad37e7681a39"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egagraph.h"	"20c58d8fb126135214410b44cda85a9fb57c7644088e820ce979ad37e7681a39"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egamode.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egamode.h"	"56c76d5816dd61ebc92666504e7c530a85f30a201c9d0d317056bfc3d0d4c807"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egamode.h"	"56c76d5816dd61ebc92666504e7c530a85f30a201c9d0d317056bfc3d0d4c807"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egaports.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egaports.h"	"9258473bc4f8c375852c51ea8d7eb71a0163e503bd371f779b78eeb6227146af"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egaports.h"	"9258473bc4f8c375852c51ea8d7eb71a0163e503bd371f779b78eeb6227146af"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egaread.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egaread.h"	"d7a32e28259b5c25146a9e83feeae102be6815d937209a23c5ccf292aa1c0dac"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egaread.h"	"d7a32e28259b5c25146a9e83feeae102be6815d937209a23c5ccf292aa1c0dac"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egatrace.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egatrace.h"	"b7ea3a46cbf438275e2eddb68aaf7d9b744ea2a1b60e123fce833ab85b553e87"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egatrace.h"	"b7ea3a46cbf438275e2eddb68aaf7d9b744ea2a1b60e123fce833ab85b553e87"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/egavideo.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\egavideo.h"	"5b47f5e3566927332de3c3f9474ba3595151758c0a8ff8fd6c9cc860f2f8e6cd"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\egavideo.h"	"5b47f5e3566927332de3c3f9474ba3595151758c0a8ff8fd6c9cc860f2f8e6cd"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/emm.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\emm.h"	"d92cc144f50e60de5042f76c67574a3fdc22b0ad38411d92d1459d4a02b17789"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\emm.h"	"d92cc144f50e60de5042f76c67574a3fdc22b0ad38411d92d1459d4a02b17789"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/equip.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\equip.h"	"9530d21a819d9e3ff63d9fd8173f2c0df049cc48aa9ee49a740bad6db921e8aa"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\equip.h"	"9530d21a819d9e3ff63d9fd8173f2c0df049cc48aa9ee49a740bad6db921e8aa"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/error.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\error.h"	"1adf0532f1ef298d7491e01714624e394ea795a308695bc1b05376a9b16ca7a3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\error.h"	"1adf0532f1ef298d7491e01714624e394ea795a308695bc1b05376a9b16ca7a3"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/fdisk.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\fdisk.h"	"ab53ed73a6f2caf33d84a6011eff8ac1b098372e3e4012c3dfa6c4ad90a78386"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\fdisk.h"	"ab53ed73a6f2caf33d84a6011eff8ac1b098372e3e4012c3dfa6c4ad90a78386"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/fla.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\fla.h"	"8c4947414bf23f36a15455ae03031d8ac907d4b55569f5e114790c45820f2f9e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\fla.h"	"8c4947414bf23f36a15455ae03031d8ac907d4b55569f5e114790c45820f2f9e"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/flexlmif.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\flexlmif.h"	"ba27db4f84cc7707fe35cf96c3c8f0d99ad22adb99dfc755f5ddfe750b34d0e6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\flexlmif.h"	"ba27db4f84cc7707fe35cf96c3c8f0d99ad22adb99dfc755f5ddfe750b34d0e6"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/floppy.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\floppy.h"	"500e1a6e48950dc2c184a70c39b9606723133c6ab06affac898da89e24fbaca8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\floppy.h"	"500e1a6e48950dc2c184a70c39b9606723133c6ab06affac898da89e24fbaca8"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/ga_defs.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\ga_defs.h"	"853220f9c349fe6c9ca3a0c05a21cc7ea3e97b5e8f8f65cbb846890f87d500b3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\ga_defs.h"	"853220f9c349fe6c9ca3a0c05a21cc7ea3e97b5e8f8f65cbb846890f87d500b3"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/ga_mark.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\ga_mark.h"	"ef6896bc3d419ec7cd6c4946ebfc8862fef20b30ffb8bdd0e291aa9f95799a9d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\ga_mark.h"	"ef6896bc3d419ec7cd6c4946ebfc8862fef20b30ffb8bdd0e291aa9f95799a9d"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gendrvr.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gendrvr.h"	"f6750f0da3fab360f5348981440747be5dc612ce81eabec6913557f59b5f0185"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gendrvr.h"	"f6750f0da3fab360f5348981440747be5dc612ce81eabec6913557f59b5f0185"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/get_env.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\get_env.h"	"d8a5457cbb151b35aa588c2e93a517b3f71f606aa7522bea3e3bffa4c10944f5"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\get_env.h"	"d8a5457cbb151b35aa588c2e93a517b3f71f606aa7522bea3e3bffa4c10944f5"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/getptis.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\getptis.h"	"e3d1d37fcc3b148e5e27c041ea9c14609a5a5b98d76a23b90d76a0a7a057102c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\getptis.h"	"e3d1d37fcc3b148e5e27c041ea9c14609a5a5b98d76a23b90d76a0a7a057102c"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfi.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfi.h"	"ae7b3dc66f9d618a841068e0e730c79751a7e496e223cf1d01ef0c4505e54a9d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfi.h"	"ae7b3dc66f9d618a841068e0e730c79751a7e496e223cf1d01ef0c4505e54a9d"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfiempty.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfiempty.h"	"2990b990982a7381bb75662cf11c2378b958a912d188b4544d88be93cf9e6d0d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfiempty.h"	"2990b990982a7381bb75662cf11c2378b958a912d188b4544d88be93cf9e6d0d"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfirflop.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfirflop.h"	"9e033d9d00afa92aa71b157b043df550f5bb1d62aed97aa8d77e29c46e3372ec"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfirflop.h"	"9e033d9d00afa92aa71b157b043df550f5bb1d62aed97aa8d77e29c46e3372ec"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfisflop.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfisflop.h"	"43fc7ed066c97d1c0264e08b6bcb1b3a8445f000d5a2132dcc415ebf1b0c88c4"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfisflop.h"	"43fc7ed066c97d1c0264e08b6bcb1b3a8445f000d5a2132dcc415ebf1b0c88c4"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfitest.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfitest.h"	"a6c81d867eeced198c856c04e95f5606b10281149d22e39a1c6d21083b0cd75a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfitest.h"	"a6c81d867eeced198c856c04e95f5606b10281149d22e39a1c6d21083b0cd75a"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gfx_upd.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gfx_upd.h"	"a8577d81b26da6831e8d5dd496e41ebd40a947c3d641c39c77304d509ba2be61"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gfx_upd.h"	"a8577d81b26da6831e8d5dd496e41ebd40a947c3d641c39c77304d509ba2be61"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gisp_sas.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gisp_sas.h"	"2413fd0f1b4a4d9cb0238a4c811d088d2d0d1b0c0eaa423956400bd8256558e3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gisp_sas.h"	"2413fd0f1b4a4d9cb0238a4c811d088d2d0d1b0c0eaa423956400bd8256558e3"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gispsvga.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gispsvga.h"	"27cf2b856a23d0fb84e1162959043377dade1414d063349acaf952cf741bf60e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gispsvga.h"	"27cf2b856a23d0fb84e1162959043377dade1414d063349acaf952cf741bf60e"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gmi.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gmi.h"	"828d5e4399c5cc396367373e96c4d6785ac0026f50467176f30a977afe01919a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gmi.h"	"828d5e4399c5cc396367373e96c4d6785ac0026f50467176f30a977afe01919a"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gore.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gore.h"	"ef1880d39bc72f79dae1b4a14103e99765cfb78968304142388a83e0ab3049f2"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gore.h"	"ef1880d39bc72f79dae1b4a14103e99765cfb78968304142388a83e0ab3049f2"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/gvi.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\gvi.h"	"c4dfbf2bb2d6e8d79e9fd607f6ab50b149a5edb2768b25d2475002e2e9940716"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\gvi.h"	"c4dfbf2bb2d6e8d79e9fd607f6ab50b149a5edb2768b25d2475002e2e9940716"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/harness.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\harness.h"	"8f989d1fb417baf5a51a7eae1c1b0f810876bcded3af3ec801ec051f27ad7a77"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\harness.h"	"8f989d1fb417baf5a51a7eae1c1b0f810876bcded3af3ec801ec051f27ad7a77"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/haw.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\haw.h"	"e1efd15347a661c2aa26c60c9d125ab6916e931af39faa7f5ef22ec9440a7c5c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\haw.h"	"e1efd15347a661c2aa26c60c9d125ab6916e931af39faa7f5ef22ec9440a7c5c"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/herc.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\herc.h"	"cbe8cf0aa83fd197e97485c9d102b936a20c50dea2bba1f2292ddd035a26769f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\herc.h"	"cbe8cf0aa83fd197e97485c9d102b936a20c50dea2bba1f2292ddd035a26769f"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/hfx.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\hfx.h"	"88f2ba15861dbb20e502b88b650c37aa3f5a569368665105b24c11e89b6bb758"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\hfx.h"	"88f2ba15861dbb20e502b88b650c37aa3f5a569368665105b24c11e89b6bb758"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/hg_cpu.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\hg_cpu.h"	"81ae1604f915ac0d7ca8e0ad9a07b0ae280f7b0029edd2260c6cba142276b7a0"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\hg_cpu.h"	"81ae1604f915ac0d7ca8e0ad9a07b0ae280f7b0029edd2260c6cba142276b7a0"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/hg_sas.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\hg_sas.h"	"4198ab0c46fca85740de31d45161981a828ea41842f3928d5cf6cc85ac086bbd"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\hg_sas.h"	"4198ab0c46fca85740de31d45161981a828ea41842f3928d5cf6cc85ac086bbd"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/hg_stat.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\hg_stat.h"	"b628d6dd29dbf4b1f039f0362922ade1dc1e4588c5271b95f45a7addd080e9ea"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\hg_stat.h"	"b628d6dd29dbf4b1f039f0362922ade1dc1e4588c5271b95f45a7addd080e9ea"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/host.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\host.h"	"7777d03c1ab2be0f278941a5d0085847c209da5b7984e05fdbcb8aa2885a495b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\host.h"	"7777d03c1ab2be0f278941a5d0085847c209da5b7984e05fdbcb8aa2885a495b"	""	""	"same bytes with dual provenance"
"softpc.new/base/inc/host_cfg.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"softpc.new"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\softpc.new\base\inc\host_cfg.h"	"b51660d37cc8249d10c74800eea996836c807e108ba627bbaf799078ae9098f6"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\softpc.new\base\inc\host_cfg.h"	"b51660d37cc8249d10c74800eea996836c807e108ba627bbaf799078ae9098f6"	""	""	"same bytes with dual provenance"
