"target_path"	"owner_root"	"transfer"	"package_root"	"selection"	"primary_path"	"primary_sha256"	"secondary_path"	"secondary_sha256"	"local_guest_path"	"local_guest_sha256"	"rationale"
"dos/dem/demdasd.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdasd.h"	"de5bd5e437c17a34af71999e6e6e7c0e749d9d9da61bc5cc8420c0406e1a2c35"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demdasd.h"	"de5bd5e437c17a34af71999e6e6e7c0e749d9d9da61bc5cc8420c0406e1a2c35"	""	""	"same bytes with dual provenance"
"dos/dem/demdata.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdata.c"	"366a350bc31579dc48764b81d28b26f4d2a5c69c66ec42d742ddaaf739e6a566"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demdata.c"	"366a350bc31579dc48764b81d28b26f4d2a5c69c66ec42d742ddaaf739e6a566"	""	""	"same bytes with dual provenance"
"dos/dem/demdir.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdir.c"	"7013b557f8d89527e719484c032bcb3befe8bf6f79cbd7c97eae49c737e1b9ac"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demdir.c"	"7013b557f8d89527e719484c032bcb3befe8bf6f79cbd7c97eae49c737e1b9ac"	""	""	"same bytes with dual provenance"
"dos/dem/demdisp.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demdisp.c"	"7ea3a829e3f8aad2dfe644d101cabaff514de25909db937675fc323dfce8fe3c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demdisp.c"	"7ea3a829e3f8aad2dfe644d101cabaff514de25909db937675fc323dfce8fe3c"	""	""	"same bytes with dual provenance"
"dos/dem/demerror.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demerror.c"	"8c266cc5086f5bfb834f7d2054459f0a91b1789e90095e56ff363f77d409b64f"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demerror.c"	"8c266cc5086f5bfb834f7d2054459f0a91b1789e90095e56ff363f77d409b64f"	""	""	"same bytes with dual provenance"
"dos/dem/demfcb.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demfcb.c"	"2705fe134a825c3fbcb11594cf1aa23e858438a43d1de0c03e010930f921c670"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demfcb.c"	"2705fe134a825c3fbcb11594cf1aa23e858438a43d1de0c03e010930f921c670"	""	""	"same bytes with dual provenance"
"dos/dem/demfile.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demfile.c"	"701c7ce94b6317f23d73d847c681338ddb522d0216cf6373713e542c34236620"	""	""	"same bytes with dual provenance"
"dos/dem/demgset.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demgset.c"	"19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demgset.c"	"19c5999308a479cc9c0fcb30d23e8301d9a835408417aa965b85523dfb8a1653"	""	""	"same bytes with dual provenance"
"dos/dem/demhndl.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demhndl.c"	"5e951e14d7c88357dc25933b602cb756fbaf4cf47125a46d740135491b4eb958"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demhndl.c"	"5e951e14d7c88357dc25933b602cb756fbaf4cf47125a46d740135491b4eb958"	""	""	"same bytes with dual provenance"
"dos/dem/demioctl.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demioctl.c"	"6f480bf758d071b1fd2f76a137f892b77d1ea8d2d8ffb4690d395aedf5f733fa"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demioctl.c"	"6f480bf758d071b1fd2f76a137f892b77d1ea8d2d8ffb4690d395aedf5f733fa"	""	""	"same bytes with dual provenance"
"dos/dem/demlabel.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demlabel.c"	"f77e781014ad34f6686fc3a94019bd82c995d7830ebd29f91dc358272ed30f22"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demlabel.c"	"f77e781014ad34f6686fc3a94019bd82c995d7830ebd29f91dc358272ed30f22"	""	""	"same bytes with dual provenance"
"dos/dem/demlock.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demlock.c"	"7716ab3be08f3532a60e3b05b2214bf1f8cb9f66f362b5f7f555dc3cd2755a71"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demlock.c"	"7716ab3be08f3532a60e3b05b2214bf1f8cb9f66f362b5f7f555dc3cd2755a71"	""	""	"same bytes with dual provenance"
"dos/dem/demmisc.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmisc.c"	"19676fa5995555ec0b16c2923953b4e6236467dc42bf36cc7e746f45d0fcf912"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demmisc.c"	"19676fa5995555ec0b16c2923953b4e6236467dc42bf36cc7e746f45d0fcf912"	""	""	"same bytes with dual provenance"
"dos/dem/demmsg.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmsg.c"	"1414099a0a5ad421440f101bbc6c669285141ab53bd9403b9ead4a6e4d9db2c8"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demmsg.c"	"1414099a0a5ad421440f101bbc6c669285141ab53bd9403b9ead4a6e4d9db2c8"	""	""	"same bytes with dual provenance"
"dos/dem/demmsg.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demmsg.h"	"de14973d8c9a5ee9e76111c52b687f30321955eef623b79a01345cdd78942e43"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demmsg.h"	"de14973d8c9a5ee9e76111c52b687f30321955eef623b79a01345cdd78942e43"	""	""	"same bytes with dual provenance"
"dos/dem/demsrch.c"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\demsrch.c"	"2fb56aad4d35a02dec38e9202d41b94a25076428c3d9eb08211d89f890c896ee"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\demsrch.c"	"2fb56aad4d35a02dec38e9202d41b94a25076428c3d9eb08211d89f890c896ee"	""	""	"same bytes with dual provenance"
"dos/dem/dosdef.h"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\dosdef.h"	"82522742f0111cac59feadaba4c1216c39d72c9ac77473fb0061ad29e5b8a8a0"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\dosdef.h"	"82522742f0111cac59feadaba4c1216c39d72c9ac77473fb0061ad29e5b8a8a0"	""	""	"same bytes with dual provenance"
"dos/dem/makefile"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\makefile"	"047a26e6fcfa2238cb3ad2c41d78c0a535727e3fb8c2624395f6fc40faf01439"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\makefile"	"047a26e6fcfa2238cb3ad2c41d78c0a535727e3fb8c2624395f6fc40faf01439"	""	""	"same bytes with dual provenance"
"dos/dem/sources"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dem\sources"	"3f29e2e85499831847f03fc91fd246c668c5bd7d1c20eed8724c9a873e22d818"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dem\sources"	"3f29e2e85499831847f03fc91fd246c668c5bd7d1c20eed8724c9a873e22d818"	""	""	"same bytes with dual provenance"
"dos/dirs"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\dirs"	"5a0081e87655230bb804813ada51fca1b5aa8f73594cf84dd08ad59dbd5d735a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\dirs"	"5a0081e87655230bb804813ada51fca1b5aa8f73594cf84dd08ad59dbd5d735a"	""	""	"same bytes with dual provenance"
"dos/test/test.bat"	"opennt-mvdm-host"	"non-guest-host-supply-later-subtask"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\test\test.bat"	"90ee88ee2f64859d8ec7a32e50e90c29b1dc610aae48e5e00c50ff19c4df64c3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\test\test.bat"	"90ee88ee2f64859d8ec7a32e50e90c29b1dc610aae48e5e00c50ff19c4df64c3"	""	""	"same bytes with dual provenance"
"dos/v86/cmd/append/append.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\append.asm"	"1f1538cb6307d8b67eaf46ffa5c3134c15d6fb884225d9fbf1f02046abfa078d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\append.asm"	"1f1538cb6307d8b67eaf46ffa5c3134c15d6fb884225d9fbf1f02046abfa078d"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\append.asm"	"1f1538cb6307d8b67eaf46ffa5c3134c15d6fb884225d9fbf1f02046abfa078d"	"same bytes with dual provenance"
"dos/v86/cmd/append/append.exe"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\append.exe"	"73d6928246f369aac5de742e149196bf4dc3b5801a6effeed6d014e52841d0ac"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\append.exe"	"73d6928246f369aac5de742e149196bf4dc3b5801a6effeed6d014e52841d0ac"	"one-sided canonical-superset input"
"dos/v86/cmd/append/append.skl"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\append.skl"	"1aa883b5d543d89c1ea74fa323360c260efac906dee8e52f6c5a1dbc9b7334f1"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\append.skl"	"1aa883b5d543d89c1ea74fa323360c260efac906dee8e52f6c5a1dbc9b7334f1"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\append.skl"	"1aa883b5d543d89c1ea74fa323360c260efac906dee8e52f6c5a1dbc9b7334f1"	"same bytes with dual provenance"
"dos/v86/cmd/append/appendm.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\appendm.asm"	"dfbbaa207ac1d151858d180f2d7b8967ef7ec7ef6e15aacd4f0b2fbe83709ed5"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\appendm.asm"	"dfbbaa207ac1d151858d180f2d7b8967ef7ec7ef6e15aacd4f0b2fbe83709ed5"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\appendm.asm"	"dfbbaa207ac1d151858d180f2d7b8967ef7ec7ef6e15aacd4f0b2fbe83709ed5"	"same bytes with dual provenance"
"dos/v86/cmd/append/appendp.inc"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\appendp.inc"	"993c0d28f71b42ce4a4278e01b66659dc332666037c0d2d3e50e5096f2b2bee5"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\appendp.inc"	"993c0d28f71b42ce4a4278e01b66659dc332666037c0d2d3e50e5096f2b2bee5"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\appendp.inc"	"993c0d28f71b42ce4a4278e01b66659dc332666037c0d2d3e50e5096f2b2bee5"	"same bytes with dual provenance"
"dos/v86/cmd/append/makefile"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\makefile"	"2162525f2c18def70c050bc2843127881a4c4e0b7045533412b3a97d1e83d324"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\makefile"	"2162525f2c18def70c050bc2843127881a4c4e0b7045533412b3a97d1e83d324"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\makefile"	"2162525f2c18def70c050bc2843127881a4c4e0b7045533412b3a97d1e83d324"	"same bytes with dual provenance"
"dos/v86/cmd/append/sysmac.lib"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\append\sysmac.lib"	"58c68bbc15c35273f18d5bccf3dda919bd66f0b023341be17e59804082e8a452"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\append\sysmac.lib"	"58c68bbc15c35273f18d5bccf3dda919bd66f0b023341be17e59804082e8a452"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\append\sysmac.lib"	"58c68bbc15c35273f18d5bccf3dda919bd66f0b023341be17e59804082e8a452"	"same bytes with dual provenance"
"dos/v86/cmd/backup/backup.exe"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"opennt-4.5-one-sided"	""	""	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\backup\backup.exe"	"b692773717380e80558c5cf20bb5c6f9830dfd2ee908058daa51095955a6f239"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\backup\backup.exe"	"b692773717380e80558c5cf20bb5c6f9830dfd2ee908058daa51095955a6f239"	"one-sided canonical-superset input"
"dos/v86/cmd/backup/makefile"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\backup\makefile"	"a913c18762bace9281d7104023f1e47cb0671978d1789fa9803d463789249c5d"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\backup\makefile"	"a913c18762bace9281d7104023f1e47cb0671978d1789fa9803d463789249c5d"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\backup\makefile"	"a913c18762bace9281d7104023f1e47cb0671978d1789fa9803d463789249c5d"	"same bytes with dual provenance"
"dos/v86/cmd/command/buildmsg.c"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\buildmsg.c"	"4b9fe27d3c5f4bc93ccb18de85da8c5ff5e601b5db2d859f5e44a60572203c2a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\buildmsg.c"	"4b9fe27d3c5f4bc93ccb18de85da8c5ff5e601b5db2d859f5e44a60572203c2a"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\buildmsg.c"	"4b9fe27d3c5f4bc93ccb18de85da8c5ff5e601b5db2d859f5e44a60572203c2a"	"same bytes with dual provenance"
"dos/v86/cmd/command/comequ.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\comequ.asm"	"eb45570d3e73748917e56e2c0445476dccf57ed5cc5ed1c7513822ba4d1af0f3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\comequ.asm"	"eb45570d3e73748917e56e2c0445476dccf57ed5cc5ed1c7513822ba4d1af0f3"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\comequ.asm"	"eb45570d3e73748917e56e2c0445476dccf57ed5cc5ed1c7513822ba4d1af0f3"	"same bytes with dual provenance"
"dos/v86/cmd/command/COMMAND.COM"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\COMMAND.COM"	"908a77ac617c2d741f0aa1b73f73973dcf29adc91f092e5bcb02173c8c732c43"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\COMMAND.COM"	"908a77ac617c2d741f0aa1b73f73973dcf29adc91f092e5bcb02173c8c732c43"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\COMMAND.COM"	"908a77ac617c2d741f0aa1b73f73973dcf29adc91f092e5bcb02173c8c732c43"	"same bytes with dual provenance"
"dos/v86/cmd/command/command.exc"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command.exc"	"1c02b6cf836387d9621aca333094a6e9a57aab591f37c78688faa3d4fce2886c"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command.exc"	"1c02b6cf836387d9621aca333094a6e9a57aab591f37c78688faa3d4fce2886c"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command.exc"	"1c02b6cf836387d9621aca333094a6e9a57aab591f37c78688faa3d4fce2886c"	"same bytes with dual provenance"
"dos/v86/cmd/command/command.lnk"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command.lnk"	"516b5e9b4c836b9820cb0869d7fd56062812d9607c81382ba39a93fe814fce23"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command.lnk"	"516b5e9b4c836b9820cb0869d7fd56062812d9607c81382ba39a93fe814fce23"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command.lnk"	"516b5e9b4c836b9820cb0869d7fd56062812d9607c81382ba39a93fe814fce23"	"same bytes with dual provenance"
"dos/v86/cmd/command/command.map"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command.map"	"7b5747267bc3f323844a81cd48acba5bf9cd62f1538b414f7e35ac0f1d516c53"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command.map"	"7b5747267bc3f323844a81cd48acba5bf9cd62f1538b414f7e35ac0f1d516c53"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command.map"	"7b5747267bc3f323844a81cd48acba5bf9cd62f1538b414f7e35ac0f1d516c53"	"same bytes with dual provenance"
"dos/v86/cmd/command/command.skl"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command.skl"	"fa90a401bb0dd9db028b53087eefb6cf1ecea89a0e03f466021f7c46213572ee"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command.skl"	"fa90a401bb0dd9db028b53087eefb6cf1ecea89a0e03f466021f7c46213572ee"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command.skl"	"fa90a401bb0dd9db028b53087eefb6cf1ecea89a0e03f466021f7c46213572ee"	"same bytes with dual provenance"
"dos/v86/cmd/command/command1.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command1.asm"	"192571809b9f992e6dd4615a15f658bc98ee9b43cc3b9a566e87300638452b2b"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command1.asm"	"192571809b9f992e6dd4615a15f658bc98ee9b43cc3b9a566e87300638452b2b"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command1.asm"	"192571809b9f992e6dd4615a15f658bc98ee9b43cc3b9a566e87300638452b2b"	"same bytes with dual provenance"
"dos/v86/cmd/command/command2.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\command2.asm"	"086a7c72a4c9fbaafa59501c85ebe3350e47fc865bb502ef2e57ff3e6c785f65"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\command2.asm"	"086a7c72a4c9fbaafa59501c85ebe3350e47fc865bb502ef2e57ff3e6c785f65"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\command2.asm"	"086a7c72a4c9fbaafa59501c85ebe3350e47fc865bb502ef2e57ff3e6c785f65"	"same bytes with dual provenance"
"dos/v86/cmd/command/comseg.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\comseg.asm"	"14ede618cfbcba077bb368574af6a1fc56bb07535980d95d8ba146c9bce9e4e3"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\comseg.asm"	"14ede618cfbcba077bb368574af6a1fc56bb07535980d95d8ba146c9bce9e4e3"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\comseg.asm"	"14ede618cfbcba077bb368574af6a1fc56bb07535980d95d8ba146c9bce9e4e3"	"same bytes with dual provenance"
"dos/v86/cmd/command/comsw.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\comsw.asm"	"43f3757904bb55dac57a79abef63bc90f1479761d1f64af402bbf0830204bf1a"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\comsw.asm"	"43f3757904bb55dac57a79abef63bc90f1479761d1f64af402bbf0830204bf1a"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\comsw.asm"	"43f3757904bb55dac57a79abef63bc90f1479761d1f64af402bbf0830204bf1a"	"same bytes with dual provenance"
"dos/v86/cmd/command/copy.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\copy.asm"	"10de61fd6fb514a2dbf7c133d0aa600346a519faba9a2f3b7a3615f281500817"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\copy.asm"	"10de61fd6fb514a2dbf7c133d0aa600346a519faba9a2f3b7a3615f281500817"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\copy.asm"	"10de61fd6fb514a2dbf7c133d0aa600346a519faba9a2f3b7a3615f281500817"	"same bytes with dual provenance"
"dos/v86/cmd/command/copypr1.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\copypr1.asm"	"af82e6aa29923b6d8b3be87d83fb7ff4ce790d256451fe75f8628f8ac00bceab"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\copypr1.asm"	"af82e6aa29923b6d8b3be87d83fb7ff4ce790d256451fe75f8628f8ac00bceab"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\copypr1.asm"	"af82e6aa29923b6d8b3be87d83fb7ff4ce790d256451fe75f8628f8ac00bceab"	"same bytes with dual provenance"
"dos/v86/cmd/command/copypr2.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\copypr2.asm"	"8519fdc7f922e5dfbf1a0c4c33d578e1f72c0517572f4ece6546e14b160e15ee"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\copypr2.asm"	"8519fdc7f922e5dfbf1a0c4c33d578e1f72c0517572f4ece6546e14b160e15ee"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\copypr2.asm"	"8519fdc7f922e5dfbf1a0c4c33d578e1f72c0517572f4ece6546e14b160e15ee"	"same bytes with dual provenance"
"dos/v86/cmd/command/cparse.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\cparse.asm"	"1a355a2d1194d98b26bf448b1e85a522ea5a0e8ded4071aa11f0d69c2895d5a0"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\cparse.asm"	"1a355a2d1194d98b26bf448b1e85a522ea5a0e8ded4071aa11f0d69c2895d5a0"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\cparse.asm"	"1a355a2d1194d98b26bf448b1e85a522ea5a0e8ded4071aa11f0d69c2895d5a0"	"same bytes with dual provenance"
"dos/v86/cmd/command/dir.asm"	"opennt-guest-dos"	"carry-forward-local-guest-mirror"	"dos"	"dual-identical"	"O:\repos.external\OpenNT\base\mvdm\dos\v86\cmd\command\dir.asm"	"00923f40298347ac15f2eec25fd958b7b2babdd630ae2530df086f03d8dc0e9e"	"O:\repos.external\OpenNT-4.5\nt\private\mvdm\dos\v86\cmd\command\dir.asm"	"00923f40298347ac15f2eec25fd958b7b2babdd630ae2530df086f03d8dc0e9e"	"O:\repos.hobby\ntvdm64\src.old\opennt-guest\dos-v86\cmd\command\dir.asm"	"00923f40298347ac15f2eec25fd958b7b2babdd630ae2530df086f03d8dc0e9e"	"same bytes with dual provenance"
