canonical_definition_id	raw_definition_id	source_path	source_sha256	source_line	linkage	raw_symbol	canonical_symbol	name_resolution	macro_definition_spelling	source_line_evidence	canonical_group_key	final_function_disposition	leaf_status
"MVDM-ZERO-CANONICAL-DEFINITION-001275"	"MVDM-ZERO-DEFINITION-001275"	"softpc.new/base/ccpu386/rcr.c"	"901161d1296699b11d15e7eb50d03d072300721de4e6d90c15c9cbe04a9bce21"	"40"	"external-or-unspecified"	"RCR"	"RCR"	"raw-ctags-symbol"	""	"GLOBAL VOID RCR RCR(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:RCR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001276"	"MVDM-ZERO-DEFINITION-001276"	"softpc.new/base/ccpu386/ret.c"	"9531f24ac58029b3a7eb768a49b8e99242b6e9d9fbc5825b6982ae53687688f5"	"43"	"external-or-unspecified"	"RETF"	"RETF"	"raw-ctags-symbol"	""	"GLOBAL VOID RETF RETF(IU32,op1)"	"linkable:RETF"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001277"	"MVDM-ZERO-DEFINITION-001277"	"softpc.new/base/ccpu386/ret.c"	"9531f24ac58029b3a7eb768a49b8e99242b6e9d9fbc5825b6982ae53687688f5"	"234"	"external-or-unspecified"	"RETN"	"RETN"	"raw-ctags-symbol"	""	"GLOBAL VOID RETN RETN(IU32,op1)"	"linkable:RETN"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001278"	"MVDM-ZERO-DEFINITION-001278"	"softpc.new/base/ccpu386/rol.c"	"c144421250cbbf966058e3eca5158224ffe11f20e031d6a727f062bd17d8c7da"	"40"	"external-or-unspecified"	"ROL"	"ROL"	"raw-ctags-symbol"	""	"GLOBAL VOID ROL ROL(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:ROL"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001279"	"MVDM-ZERO-DEFINITION-001279"	"softpc.new/base/ccpu386/ror.c"	"0c823e97524b246606db531c1702d33c2acc5c3fa4abc63e03504bce87bd5d57"	"40"	"external-or-unspecified"	"ROR"	"ROR"	"raw-ctags-symbol"	""	"GLOBAL VOID ROR ROR(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:ROR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001280"	"MVDM-ZERO-DEFINITION-001280"	"softpc.new/base/ccpu386/rsrvd.c"	"38f3d99bc6cddcecc4a2d66cf63746746a4f6774386c94391ec7fb70582db295"	"38"	"external-or-unspecified"	"RSRVD"	"RSRVD"	"raw-ctags-symbol"	""	"VOID RSRVD()"	"linkable:RSRVD"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001281"	"MVDM-ZERO-DEFINITION-001281"	"softpc.new/base/ccpu386/sahf.c"	"fb473e899aaaceef025c2ebf3aba74e7fe5aa9cbffee982443786c53e0fd84f9"	"36"	"external-or-unspecified"	"SAHF"	"SAHF"	"raw-ctags-symbol"	""	"GLOBAL VOID SAHF()"	"linkable:SAHF"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001282"	"MVDM-ZERO-DEFINITION-001282"	"softpc.new/base/ccpu386/sar.c"	"4ff881f97ffd7b6b0188f6a95f671b308f06f8da2dfcb4e9c7be3a51ec673011"	"40"	"external-or-unspecified"	"SAR"	"SAR"	"raw-ctags-symbol"	""	"GLOBAL VOID SAR SAR(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:SAR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001283"	"MVDM-ZERO-DEFINITION-001283"	"softpc.new/base/ccpu386/sascdef.c"	"b8b7832d02bd8f4161e1f71df2968051609da065f4da8287a65e6b14b38a749c"	"19"	"external-or-unspecified"	"SasAccessProblem"	"SasAccessProblem"	"raw-ctags-symbol"	""	"GLOBAL void SasAccessProblem SasAccessProblem()"	"linkable:SasAccessProblem"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001284"	"MVDM-ZERO-DEFINITION-001284"	"softpc.new/base/ccpu386/sbb.c"	"99354b3d7ada08d2aacabbcb44d8e36d9a6d2b5641541d23054cf3c0cc18b63b"	"41"	"external-or-unspecified"	"SBB"	"SBB"	"raw-ctags-symbol"	""	"GLOBAL VOID SBB SBB(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:SBB"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001285"	"MVDM-ZERO-DEFINITION-001285"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"43"	"external-or-unspecified"	"SETB"	"SETB"	"raw-ctags-symbol"	""	"GLOBAL VOID SETB SETB(IU32 *,pop1)"	"linkable:SETB"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001286"	"MVDM-ZERO-DEFINITION-001286"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"58"	"external-or-unspecified"	"SETBE"	"SETBE"	"raw-ctags-symbol"	""	"GLOBAL VOID SETBE SETBE(IU32 *,pop1)"	"linkable:SETBE"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001287"	"MVDM-ZERO-DEFINITION-001287"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"73"	"external-or-unspecified"	"SETL"	"SETL"	"raw-ctags-symbol"	""	"GLOBAL VOID SETL SETL(IU32 *,pop1)"	"linkable:SETL"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001288"	"MVDM-ZERO-DEFINITION-001288"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"88"	"external-or-unspecified"	"SETLE"	"SETLE"	"raw-ctags-symbol"	""	"GLOBAL VOID SETLE SETLE(IU32 *,pop1)"	"linkable:SETLE"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001289"	"MVDM-ZERO-DEFINITION-001289"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"103"	"external-or-unspecified"	"SETNB"	"SETNB"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNB SETNB(IU32 *,pop1)"	"linkable:SETNB"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001290"	"MVDM-ZERO-DEFINITION-001290"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"118"	"external-or-unspecified"	"SETNBE"	"SETNBE"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNBE SETNBE(IU32 *,pop1)"	"linkable:SETNBE"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001291"	"MVDM-ZERO-DEFINITION-001291"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"133"	"external-or-unspecified"	"SETNL"	"SETNL"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNL SETNL(IU32 *,pop1)"	"linkable:SETNL"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001292"	"MVDM-ZERO-DEFINITION-001292"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"148"	"external-or-unspecified"	"SETNLE"	"SETNLE"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNLE SETNLE(IU32 *,pop1)"	"linkable:SETNLE"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001293"	"MVDM-ZERO-DEFINITION-001293"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"163"	"external-or-unspecified"	"SETNO"	"SETNO"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNO SETNO(IU32 *,pop1)"	"linkable:SETNO"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001294"	"MVDM-ZERO-DEFINITION-001294"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"178"	"external-or-unspecified"	"SETNP"	"SETNP"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNP SETNP(IU32 *,pop1)"	"linkable:SETNP"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001295"	"MVDM-ZERO-DEFINITION-001295"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"193"	"external-or-unspecified"	"SETNS"	"SETNS"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNS SETNS(IU32 *,pop1)"	"linkable:SETNS"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001296"	"MVDM-ZERO-DEFINITION-001296"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"208"	"external-or-unspecified"	"SETNZ"	"SETNZ"	"raw-ctags-symbol"	""	"GLOBAL VOID SETNZ SETNZ(IU32 *,pop1)"	"linkable:SETNZ"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001297"	"MVDM-ZERO-DEFINITION-001297"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"223"	"external-or-unspecified"	"SETO"	"SETO"	"raw-ctags-symbol"	""	"GLOBAL VOID SETO SETO(IU32 *,pop1)"	"linkable:SETO"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001298"	"MVDM-ZERO-DEFINITION-001298"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"238"	"external-or-unspecified"	"SETP"	"SETP"	"raw-ctags-symbol"	""	"GLOBAL VOID SETP SETP(IU32 *,pop1)"	"linkable:SETP"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001299"	"MVDM-ZERO-DEFINITION-001299"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"253"	"external-or-unspecified"	"SETS"	"SETS"	"raw-ctags-symbol"	""	"GLOBAL VOID SETS SETS(IU32 *,pop1)"	"linkable:SETS"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001300"	"MVDM-ZERO-DEFINITION-001300"	"softpc.new/base/ccpu386/setxx.c"	"c6c152fa783fc7d54863706ebbb8c969bc851eb24c6587a399a3153f4054aa7f"	"268"	"external-or-unspecified"	"SETZ"	"SETZ"	"raw-ctags-symbol"	""	"GLOBAL VOID SETZ SETZ(IU32 *,pop1)"	"linkable:SETZ"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001301"	"MVDM-ZERO-DEFINITION-001301"	"softpc.new/base/ccpu386/sgdt.c"	"b4af0fcc8d824d8fc3c2e7d40659844e66e45ee5026ffc17b43d150e513d41fc"	"36"	"external-or-unspecified"	"SGDT16"	"SGDT16"	"raw-ctags-symbol"	""	"GLOBAL VOID SGDT16(IU32 op1[2])"	"linkable:SGDT16"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001302"	"MVDM-ZERO-DEFINITION-001302"	"softpc.new/base/ccpu386/sgdt.c"	"b4af0fcc8d824d8fc3c2e7d40659844e66e45ee5026ffc17b43d150e513d41fc"	"58"	"external-or-unspecified"	"SGDT32"	"SGDT32"	"raw-ctags-symbol"	""	"GLOBAL VOID SGDT32(IU32 op1[2])"	"linkable:SGDT32"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001303"	"MVDM-ZERO-DEFINITION-001303"	"softpc.new/base/ccpu386/shl.c"	"03354bdb3d04e84d2e569273e38952300ddbd1d0f2924c6363c63b2f9064c8c1"	"40"	"external-or-unspecified"	"SHL"	"SHL"	"raw-ctags-symbol"	""	"GLOBAL VOID SHL SHL(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:SHL"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001304"	"MVDM-ZERO-DEFINITION-001304"	"softpc.new/base/ccpu386/shld.c"	"0454f3a15e286a17a61cd6d4ad8cc0ec42267e2cb50624b366b136962e3f855e"	"41"	"external-or-unspecified"	"SHLD"	"SHLD"	"raw-ctags-symbol"	""	"GLOBAL VOID SHLD SHLD(IU32 *,pop1,IU32,op2,IU32,op3,IUM8,op_sz)"	"linkable:SHLD"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001305"	"MVDM-ZERO-DEFINITION-001305"	"softpc.new/base/ccpu386/shr.c"	"423ddf4206e009deb3eab3b17feab5cd4db1c9745643da5809ade351e26d1b70"	"40"	"external-or-unspecified"	"SHR"	"SHR"	"raw-ctags-symbol"	""	"GLOBAL VOID SHR SHR(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:SHR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001306"	"MVDM-ZERO-DEFINITION-001306"	"softpc.new/base/ccpu386/shrd.c"	"2d3351d8d4920d4691fd4035d6db11b97ab5ea3d15d10b0cac1403e68f9212cd"	"41"	"external-or-unspecified"	"SHRD"	"SHRD"	"raw-ctags-symbol"	""	"GLOBAL VOID SHRD SHRD(IU32 *,pop1,IU32,op2,IU32,op3,IUM8,op_sz)"	"linkable:SHRD"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001307"	"MVDM-ZERO-DEFINITION-001307"	"softpc.new/base/ccpu386/sidt.c"	"d6882f92a0171ebd6f5137d401e2af4f89c0e854f0349d51650096d755b1a9a0"	"36"	"external-or-unspecified"	"SIDT16"	"SIDT16"	"raw-ctags-symbol"	""	"GLOBAL VOID SIDT16(IU32 op1[2])"	"linkable:SIDT16"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001308"	"MVDM-ZERO-DEFINITION-001308"	"softpc.new/base/ccpu386/sidt.c"	"d6882f92a0171ebd6f5137d401e2af4f89c0e854f0349d51650096d755b1a9a0"	"59"	"external-or-unspecified"	"SIDT32"	"SIDT32"	"raw-ctags-symbol"	""	"GLOBAL VOID SIDT32(IU32 op1[2])"	"linkable:SIDT32"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001309"	"MVDM-ZERO-DEFINITION-001309"	"softpc.new/base/ccpu386/sldt.c"	"5f183fc3800019fd4f4ce0368a49d7d285a2d03c1745eb9e391f1fcdb3ad73d0"	"38"	"external-or-unspecified"	"SLDT"	"SLDT"	"raw-ctags-symbol"	""	"GLOBAL VOID SLDT SLDT(IU32 *,pop1)"	"linkable:SLDT"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001310"	"MVDM-ZERO-DEFINITION-001310"	"softpc.new/base/ccpu386/smsw.c"	"7fe73c7e862d37d6294acc23c667b0b3d99d9295c78d80138d5c22902b9a1e30"	"37"	"external-or-unspecified"	"SMSW"	"SMSW"	"raw-ctags-symbol"	""	"GLOBAL VOID SMSW SMSW(IU32 *,pop1)"	"linkable:SMSW"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001311"	"MVDM-ZERO-DEFINITION-001311"	"softpc.new/base/ccpu386/stc.c"	"daea4a3de631e0c901f146556fab07444c38c4c0f3781d3c0ad4b9e09bbe341e"	"36"	"external-or-unspecified"	"STC"	"STC"	"raw-ctags-symbol"	""	"GLOBAL VOID STC()"	"linkable:STC"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001312"	"MVDM-ZERO-DEFINITION-001312"	"softpc.new/base/ccpu386/std.c"	"0fc14a782e8ecd49bcafb0b8c546ae036ed2fc22bfa58d9d557b42b5c1441d5a"	"36"	"external-or-unspecified"	"STD"	"STD"	"raw-ctags-symbol"	""	"GLOBAL VOID STD()"	"linkable:STD"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001313"	"MVDM-ZERO-DEFINITION-001313"	"softpc.new/base/ccpu386/sti.c"	"b346f919ae1ea5481cec82ecfae4e82d54a68443f74c88b6b54598086786594e"	"36"	"external-or-unspecified"	"STI"	"STI"	"raw-ctags-symbol"	""	"GLOBAL VOID STI()"	"linkable:STI"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001314"	"MVDM-ZERO-DEFINITION-001314"	"softpc.new/base/ccpu386/str.c"	"09f56d9113cdcd647f125999d65669389de9ca626498f9b2a84c330ad8cbede0"	"38"	"external-or-unspecified"	"STR"	"STR"	"raw-ctags-symbol"	""	"GLOBAL VOID STR STR(IU32 *,pop1)"	"linkable:STR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001315"	"MVDM-ZERO-DEFINITION-001315"	"softpc.new/base/ccpu386/stubs.c"	"534109ed4bb792f42b8cd8e3020c9464f529d564770a22d87d98739c1138f0d8"	"9"	"external-or-unspecified"	"check_I"	"check_I"	"raw-ctags-symbol"	""	"void check_I check_I()"	"linkable:check_I"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001316"	"MVDM-ZERO-DEFINITION-001316"	"softpc.new/base/ccpu386/stubs.c"	"534109ed4bb792f42b8cd8e3020c9464f529d564770a22d87d98739c1138f0d8"	"13"	"external-or-unspecified"	"check_D"	"check_D"	"raw-ctags-symbol"	""	"void check_D check_D()"	"linkable:check_D"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001317"	"MVDM-ZERO-DEFINITION-001317"	"softpc.new/base/ccpu386/stubs.c"	"534109ed4bb792f42b8cd8e3020c9464f529d564770a22d87d98739c1138f0d8"	"17"	"external-or-unspecified"	"force_yoda"	"force_yoda"	"raw-ctags-symbol"	""	"void force_yoda()"	"linkable:force_yoda"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001318"	"MVDM-ZERO-DEFINITION-001318"	"softpc.new/base/ccpu386/sub.c"	"f89fbd25b2017e4216ce7c1336749d012fc1c71b55708ac1e1aafe283c3b8587"	"41"	"external-or-unspecified"	"SUB"	"SUB"	"raw-ctags-symbol"	""	"GLOBAL VOID SUB SUB(IU32 *,pop1,IU32,op2,IUM8,op_sz)"	"linkable:SUB"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001319"	"MVDM-ZERO-DEFINITION-001319"	"softpc.new/base/ccpu386/test.c"	"c3c97ce3dc828fd8a33e9fb3981e52b184fdc11dd4da1127392688c283e33ea0"	"41"	"external-or-unspecified"	"TEST"	"TEST"	"raw-ctags-symbol"	""	"GLOBAL VOID TEST TEST(IU32,op1,IU32,op2,IUM8,op_sz)"	"linkable:TEST"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001320"	"MVDM-ZERO-DEFINITION-001320"	"softpc.new/base/ccpu386/verr.c"	"9a1f7727aa190d47ec138106008481ac77652cdaad96469795ce526fae3e8fb1"	"39"	"external-or-unspecified"	"VERR"	"VERR"	"raw-ctags-symbol"	""	"GLOBAL VOID VERR VERR(IU32,op1)"	"linkable:VERR"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001321"	"MVDM-ZERO-DEFINITION-001321"	"softpc.new/base/ccpu386/verw.c"	"58a4c43cca9eb9c8ab7692fa3708628f556b9ed09b5d0bec7898d5ebbf432bf2"	"39"	"external-or-unspecified"	"VERW"	"VERW"	"raw-ctags-symbol"	""	"GLOBAL VOID VERW VERW(IU32,op1)"	"linkable:VERW"	"not-host-runtime"	"non-leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001322"	"MVDM-ZERO-DEFINITION-001322"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"34"	"external-or-unspecified"	"setVideorplane"	"setVideorplane"	"raw-ctags-symbol"	""	"GLOBAL void setVideorplane setVideorplane(IU8 *,value)"	"linkable:setVideorplane"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001323"	"MVDM-ZERO-DEFINITION-001323"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"39"	"external-or-unspecified"	"getVideorplane"	"getVideorplane"	"raw-ctags-symbol"	""	"GLOBAL IU8 * getVideorplane getVideorplane()"	"linkable:getVideorplane"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001324"	"MVDM-ZERO-DEFINITION-001324"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"45"	"external-or-unspecified"	"setVideowplane"	"setVideowplane"	"raw-ctags-symbol"	""	"GLOBAL void setVideowplane setVideowplane(IU8 *,value)"	"linkable:setVideowplane"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001325"	"MVDM-ZERO-DEFINITION-001325"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"50"	"external-or-unspecified"	"getVideowplane"	"getVideowplane"	"raw-ctags-symbol"	""	"GLOBAL IU8 * getVideowplane getVideowplane()"	"linkable:getVideowplane"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001326"	"MVDM-ZERO-DEFINITION-001326"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"56"	"external-or-unspecified"	"setVideoscratch"	"setVideoscratch"	"raw-ctags-symbol"	""	"GLOBAL void setVideoscratch setVideoscratch(IU8 *,value)"	"linkable:setVideoscratch"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001327"	"MVDM-ZERO-DEFINITION-001327"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"61"	"external-or-unspecified"	"getVideoscratch"	"getVideoscratch"	"raw-ctags-symbol"	""	"GLOBAL IU8 * getVideoscratch getVideoscratch()"	"linkable:getVideoscratch"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001328"	"MVDM-ZERO-DEFINITION-001328"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"67"	"external-or-unspecified"	"setVideosr_masked_val"	"setVideosr_masked_val"	"raw-ctags-symbol"	""	"GLOBAL void setVideosr_masked_val setVideosr_masked_val(IU32,value)"	"linkable:setVideosr_masked_val"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001329"	"MVDM-ZERO-DEFINITION-001329"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"72"	"external-or-unspecified"	"getVideosr_masked_val"	"getVideosr_masked_val"	"raw-ctags-symbol"	""	"GLOBAL IU32 getVideosr_masked_val getVideosr_masked_val()"	"linkable:getVideosr_masked_val"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001330"	"MVDM-ZERO-DEFINITION-001330"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"78"	"external-or-unspecified"	"setVideosr_nmask"	"setVideosr_nmask"	"raw-ctags-symbol"	""	"GLOBAL void setVideosr_nmask setVideosr_nmask(IU32,value)"	"linkable:setVideosr_nmask"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001331"	"MVDM-ZERO-DEFINITION-001331"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"84"	"external-or-unspecified"	"getVideosr_nmask"	"getVideosr_nmask"	"raw-ctags-symbol"	""	"GLOBAL IU32 getVideosr_nmask getVideosr_nmask()"	"linkable:getVideosr_nmask"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001332"	"MVDM-ZERO-DEFINITION-001332"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"90"	"external-or-unspecified"	"setVideodata_and_mask"	"setVideodata_and_mask"	"raw-ctags-symbol"	""	"GLOBAL void setVideodata_and_mask setVideodata_and_mask(IU32,value)"	"linkable:setVideodata_and_mask"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001333"	"MVDM-ZERO-DEFINITION-001333"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"96"	"external-or-unspecified"	"getVideodata_and_mask"	"getVideodata_and_mask"	"raw-ctags-symbol"	""	"GLOBAL IU32 getVideodata_and_mask getVideodata_and_mask()"	"linkable:getVideodata_and_mask"	"not-host-runtime"	"leaf"
"MVDM-ZERO-CANONICAL-DEFINITION-001334"	"MVDM-ZERO-DEFINITION-001334"	"softpc.new/base/ccpu386/vglob.c"	"e695a9807285703119cffb0c3bc8a3aa6433ede43efa499f21a6e736f94395d8"	"102"	"external-or-unspecified"	"setVideodata_xor_mask"	"setVideodata_xor_mask"	"raw-ctags-symbol"	""	"GLOBAL void setVideodata_xor_mask setVideodata_xor_mask(IU32,value)"	"linkable:setVideodata_xor_mask"	"not-host-runtime"	"leaf"
