one_ledger1_identity	caller_zero_identity	caller_physical_identity	caller_source_root	caller_source_path	caller_source_sha256	caller_definition_line	caller_symbol	caller_linkage	call_source_line	callee_spelling	call_form	zero_binding	zero_definition_candidates	next_action	boundary
"MVDM-HOST-ONE1-004879"	"MVDM-HOST-ZERO1-002317"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|987|WCD32ChooseFont"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"987"	"WCD32ChooseFont"	"externally-linkable"	"1037"	"RegisterWindowMessage"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004880"	"MVDM-HOST-ZERO1-002317"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|987|WCD32ChooseFont"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"987"	"WCD32ChooseFont"	"externally-linkable"	"1099"	"ChooseFont"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004881"	"MVDM-HOST-ZERO1-002317"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|987|WCD32ChooseFont"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"987"	"WCD32ChooseFont"	"externally-linkable"	"1119"	"CommDlgExtendedError"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004882"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1271"	"RtlZeroMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004883"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1300"	"GlobalLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004884"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1308"	"GlobalAlloc"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004885"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1309"	"GlobalLock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004886"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1310"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004887"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1311"	"GlobalUnlock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004888"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1314"	"GlobalUnlock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004889"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1422"	"PrintDlg"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004890"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1454"	"GlobalFree"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004891"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1455"	"GlobalFree"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004892"	"MVDM-HOST-ZERO1-002322"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1235|WCD32PrintDlg"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1235"	"WCD32PrintDlg"	"externally-linkable"	"1494"	"CommDlgExtendedError"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004893"	"MVDM-HOST-ZERO1-002323"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1523|WCD32ExtendedError"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1523"	"WCD32ExtendedError"	"externally-linkable"	"1546"	"CommDlgExtendedError"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004894"	"MVDM-HOST-ZERO1-002324"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1551|WCD32GetFileName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1551"	"WCD32GetFileName"	"externally-linkable"	"1599"	"RegisterWindowMessage"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004895"	"MVDM-HOST-ZERO1-002324"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1551|WCD32GetFileName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1551"	"WCD32GetFileName"	"externally-linkable"	"1604"	"RegisterWindowMessage"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004896"	"MVDM-HOST-ZERO1-002324"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1551|WCD32GetFileName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1551"	"WCD32GetFileName"	"externally-linkable"	"1605"	"RegisterWindowMessage"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004897"	"MVDM-HOST-ZERO1-002324"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1551|WCD32GetFileName"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1551"	"WCD32GetFileName"	"externally-linkable"	"1689"	"CommDlgExtendedError"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004898"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1810"	"GlobalLock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004899"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1821"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004900"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1825"	"GlobalLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004901"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1828"	"GlobalUnlockFree16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004902"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1829"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004903"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1836"	"GlobalUnlock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004904"	"MVDM-HOST-ZERO1-002326"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1769|ThunkhDevMode32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1769"	"ThunkhDevMode32to16"	"externally-linkable"	"1842"	"GlobalUnlock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004905"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1860"	"GlobalLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004906"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1869"	"GlobalAlloc"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004907"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1871"	"GlobalLock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004908"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1872"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004909"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1873"	"GlobalUnlock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004910"	"MVDM-HOST-ZERO1-002327"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1851|ThunkhDevMode16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1851"	"ThunkhDevMode16to32"	"externally-linkable"	"1878"	"GlobalUnlock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004911"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1934"	"GlobalLock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004912"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1938"	"max"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004913"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1938"	"max"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004914"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1942"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004915"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1943"	"max"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004916"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1946"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
