one_ledger1_identity	caller_zero_identity	caller_physical_identity	caller_source_root	caller_source_path	caller_source_sha256	caller_definition_line	caller_symbol	caller_linkage	call_source_line	callee_spelling	call_form	zero_binding	zero_definition_candidates	next_action	boundary
"MVDM-HOST-ONE1-004917"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1950"	"GlobalLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004918"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1952"	"GlobalUnlockFree16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004919"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1953"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004920"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1962"	"GlobalUnlock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004921"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1965"	"RtlCopyMemory"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004922"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1968"	"GlobalUnlock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004923"	"MVDM-HOST-ZERO1-002328"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1890|ThunkDevNames32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1890"	"ThunkDevNames32to16"	"externally-linkable"	"1969"	"GlobalUnlock"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004924"	"MVDM-HOST-ZERO1-002329"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975|ThunkOpenFileName32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"2023"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004925"	"MVDM-HOST-ZERO1-002329"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975|ThunkOpenFileName32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"2033"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004926"	"MVDM-HOST-ZERO1-002329"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975|ThunkOpenFileName32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"2035"	"CharUpperBuff"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004927"	"MVDM-HOST-ZERO1-002329"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975|ThunkOpenFileName32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"2046"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004928"	"MVDM-HOST-ZERO1-002329"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|1975|ThunkOpenFileName32to16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"1975"	"ThunkOpenFileName32to16"	"externally-linkable"	"2048"	"CharUpperBuff"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004929"	"MVDM-HOST-ZERO1-002330"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2059|GetTemplate16"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2059"	"GetTemplate16"	"externally-linkable"	"2133"	"GlobalUnlock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004930"	"MVDM-HOST-ZERO1-002332"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2196|ThunkFindReplace16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2196"	"ThunkFindReplace16to32"	"externally-linkable"	"2225"	"strncpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004931"	"MVDM-HOST-ZERO1-002332"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2196|ThunkFindReplace16to32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2196"	"ThunkFindReplace16to32"	"externally-linkable"	"2229"	"strncpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004932"	"MVDM-HOST-ZERO1-002333"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2241|WCD32FindReplaceText"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2241"	"WCD32FindReplaceText"	"externally-linkable"	"2286"	"RegisterWindowMessage"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004933"	"MVDM-HOST-ZERO1-002335"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2460|WCD32UpdateFindReplaceTextAndFlags"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2460"	"WCD32UpdateFindReplaceTextAndFlags"	"externally-linkable"	"2479"	"strncpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004934"	"MVDM-HOST-ZERO1-002335"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcommdlg.c|01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0|2460|WCD32UpdateFindReplaceTextAndFlags"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcommdlg.c"	"01ce83329ae37a3e987971398115b8c7b5d9dcbc3320bdffaaa595244740a7d0"	"2460"	"WCD32UpdateFindReplaceTextAndFlags"	"externally-linkable"	"2481"	"strncpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004935"	"MVDM-HOST-ZERO1-002336"	"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118|ThunkEMMsg32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"167"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004936"	"MVDM-HOST-ZERO1-002336"	"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118|ThunkEMMsg32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"177"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004937"	"MVDM-HOST-ZERO1-002336"	"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118|ThunkEMMsg32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"199"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004938"	"MVDM-HOST-ZERO1-002336"	"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118|ThunkEMMsg32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"200"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004939"	"MVDM-HOST-ZERO1-002336"	"O:\repos.external\OpenNT\base\mvdm|wow32/wctlm32.c|e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca|118|ThunkEMMsg32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wctlm32.c"	"e5c1218929f64a5bb1c2227ab1903e095e0db50e3a1f44dbb4ad4a028579b8ca"	"118"	"ThunkEMMsg32"	"externally-linkable"	"220"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004940"	"MVDM-HOST-ZERO1-002338"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|56|W32FindCursorIcon"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"56"	"W32FindCursorIcon"	"externally-linkable"	"66"	"_stricmp"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004941"	"MVDM-HOST-ZERO1-002339"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|85|W32AddCursorIconCash"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"85"	"W32AddCursorIconCash"	"externally-linkable"	"94"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004942"	"MVDM-HOST-ZERO1-002339"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcurcash.c|ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61|85|W32AddCursorIconCash"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcurcash.c"	"ed9fa5ee3eb6ce9059d58f21dea3a7416b0229678f7f62918de02a2cf78d0e61"	"85"	"W32AddCursorIconCash"	"externally-linkable"	"96"	"memcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004943"	"MVDM-HOST-ZERO1-002342"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|40|W32CreateCursorIcon32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"40"	"W32CreateCursorIcon32"	"externally-linkable"	"92"	"CreateCursor"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004944"	"MVDM-HOST-ZERO1-002342"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|40|W32CreateCursorIcon32"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"40"	"W32CreateCursorIcon32"	"externally-linkable"	"98"	"CreateIcon"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-004945"	"MVDM-HOST-ZERO1-002343"	"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|118|W32Create16BitCursorIcon"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"118"	"W32Create16BitCursorIcon"	"externally-linkable"	"134"	"GlobalAllocLock16"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
