zero_identity	membership_origin	source_root	source_path	source_sha256	source_line	symbol	linkage	inbound_evidence	body_parse_result	condition_context	condition_evidence	legality	reason
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|487"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"487"	"SetupCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|552"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"552"	"SetupResCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|616"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"616"	"SetCursorIconFlag"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|637"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"637"	"UpdateCursorIcon"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|688"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"688"	"ReplaceCursorIcon"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|731"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"731"	"WK32WowCursorIconOp"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|846"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"846"	"W32Create16BitCursorIconFrom32BitHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|922"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"922"	"GetClassCursorIconAlias32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|949"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"949"	"InvalidateCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|1039"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"1039"	"InitStdCursorIconAlias"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wcuricon.c|5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673|1077"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wcuricon.c"	"5f654ab2a98b2925474dffd49c5a3abaaefacf6193375af3794e70731c4e8673"	"1077"	"W32CheckIfAlreadyLoaded"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|31"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"31"	"WI32DDEAddInitiator"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|72"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"72"	"WI32DDEDeleteInitiator"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|138"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"138"	"WI32DDEInitiate"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|173"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"173"	"DDEIsTargetMSDraw"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|236"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"236"	"DDECopyhData16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|449"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"449"	"DDECopyhData32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|630"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"630"	"DDEAddhandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|672"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"672"	"DDEDeletehandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|708"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"708"	"DDEFindPair16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|731"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"731"	"DDEFindPair32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|754"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"754"	"DDEFindNode16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|774"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"774"	"DDEFindNode32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|794"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"794"	"DDEFindAckNode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|818"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"818"	"W32MarkDDEHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|828"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"828"	"W32UnMarkDDEHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|842"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"842"	"W32DDEFreeGlobalMem32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|888"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"888"	"W32WowDdeFreeHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|905"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"905"	"W32DdeFreeHandle16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|952"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"952"	"CopyDataAddNode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|979"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"979"	"CopyDataFindData16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|999"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"999"	"CopyDataFindData32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|1023"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1023"	"CopyDataDeleteNode"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|1066"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1066"	"Copyh32Toh16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|1086"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1086"	"Copyh16Toh32"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|1103"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1103"	"FixMetafile32To16"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wdde.c|859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa|1135"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wdde.c"	"859efd3356f46b646af8373112297212de2016de9a2587af580d6d99b64df6aa"	"1135"	"WOWFreeMetafile"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|53"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"53"	"WD32DdeInitialize"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|97"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"97"	"WD32DdeUninitialize"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|130"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"130"	"WD32DdeConnectList"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|152"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"152"	"WD32DdeQueryNextServer"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|180"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"180"	"WD32DdeDisconnectList"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|207"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"207"	"WD32DdeConnect"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|236"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"236"	"WD32DdeDisconnect"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|263"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"263"	"WD32DdeQueryConvInfo"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|331"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"331"	"WD32DdeSetUserHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|358"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"358"	"WD32DdeClientTransaction"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|419"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"419"	"WD32DdeAbandonTransaction"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|446"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"446"	"WD32DdePostAdvise"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|473"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"473"	"WD32DdeCreateDataHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|526"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"526"	"WD32DdeAddData"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"conditional-directives-recorded"	"#ifdef DEBUG | #endif"	"structurally-valid-conditional-context-recorded"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|572"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"572"	"WD32DdeGetData"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|623"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"623"	"WD32DdeAccessData"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|683"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"683"	"WD32DdeUnaccessData"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|732"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"732"	"WD32DdeFreeDataHandle"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
"O:\repos.external\OpenNT\base\mvdm|wow32/wddeml32.c|13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c|751"	"selected-mvdm-host-root"	"O:\repos.external\OpenNT\base\mvdm"	"wow32/wddeml32.c"	"13db1e133cbb9be8037fe9a57b1cf637f744ef23c9277697c096486bde3a8c2c"	"751"	"WD32DdeGetLastError"	"externally-linkable"	"root:mvdm-host-root"	"body-parsed"	"unconditional"	""	"structurally-valid"	""
