resolution_id	one_ledger1_identity	callee_spelling	candidate_identity	definition_source_root	definition_source_path	definition_source_sha256	definition_source_line	definition_symbol	definition_linkage	source_location	disposition
"MVDM-HOST-ONE1-RESOLUTION-004100"	"MVDM-HOST-ONE1-004401"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004100"	"MVDM-HOST-ONE1-004401"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004100"	"MVDM-HOST-ONE1-004401"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004100"	"MVDM-HOST-ONE1-004401"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004100"	"MVDM-HOST-ONE1-004401"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004101"	"MVDM-HOST-ONE1-004402"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004102"	"MVDM-HOST-ONE1-004403"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004103"	"MVDM-HOST-ONE1-004404"	"GetLastError"	"O:\repos.external\OpenNT|base/win32/client/error.c|8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5|82|GetLastError"	"O:\repos.external\OpenNT"	"base/win32/client/error.c"	"8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"82"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004103"	"MVDM-HOST-ONE1-004404"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/chresult.hxx|49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15|76|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/chresult.hxx"	"49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15"	"76"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004103"	"MVDM-HOST-ONE1-004404"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/pch.cxx|d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8|132|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/pch.cxx"	"d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8"	"132"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004103"	"MVDM-HOST-ONE1-004404"	"GetLastError"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h|add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc|77|GetLastError"	"O:\repos.external\OpenNT"	"ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h"	"add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc"	"77"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004104"	"MVDM-HOST-ONE1-004405"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004105"	"MVDM-HOST-ONE1-004406"	"GetLastError"	"O:\repos.external\OpenNT|base/win32/client/error.c|8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5|82|GetLastError"	"O:\repos.external\OpenNT"	"base/win32/client/error.c"	"8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"82"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004105"	"MVDM-HOST-ONE1-004406"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/chresult.hxx|49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15|76|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/chresult.hxx"	"49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15"	"76"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004105"	"MVDM-HOST-ONE1-004406"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/pch.cxx|d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8|132|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/pch.cxx"	"d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8"	"132"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004105"	"MVDM-HOST-ONE1-004406"	"GetLastError"	"O:\repos.external\OpenNT|ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h|add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc|77|GetLastError"	"O:\repos.external\OpenNT"	"ds/netapi/svcdlls/lls/ccfapi32/ccfapi.h"	"add04900d7efed88e43551c8b756dc9bac02b2cceeaca0aa004e622d875589bc"	"77"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004106"	"MVDM-HOST-ONE1-004407"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|base/boot/lib/x86/stubs.c|e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f|178|DbgPrint"	"O:\repos.external\OpenNT"	"base/boot/lib/x86/stubs.c"	"e5ae010d9d9984131322f3bb1e3335fae8114aae32036b1af93457e641b8238f"	"178"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/config/utils/cmwraper.c|906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918|50|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/config/utils/cmwraper.c"	"906de4fec2cc4bdd50a94e4c823fa668bd9ba3c53b4fbafc7fb95d6d9d673918"	"50"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|base/ntos/rtl/debug.c|4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026|35|DbgPrint"	"O:\repos.external\OpenNT"	"base/ntos/rtl/debug.c"	"4090ff0bddd80979f5d8d0f5ccc85e58c20f31258a72188f6eba315f660b4026"	"35"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|com/ole32/stg/props/utils.cxx|aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0|1165|DbgPrint"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utils.cxx"	"aa530eb13b7a8c46dc53a2db206cda910ebb65aca5a826401bd1856ccf851ae0"	"1165"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c|53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2|1134|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/dll/dllmain.c"	"53825d5325399aea6df17ffe38277a6defa08e42e23cb268fc5607d785bf3df2"	"1134"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004107"	"MVDM-HOST-ONE1-004408"	"DbgPrint"	"O:\repos.external\OpenNT|net/sockets/winsock2.nt5/util/sporder/exe/main.c|5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2|149|DbgPrint"	"O:\repos.external\OpenNT"	"net/sockets/winsock2.nt5/util/sporder/exe/main.c"	"5e2dac9b84f9b0425cafe408ff5a50d1dd04f2df13bdb3df46a16e0f7740ebd2"	"149"	"DbgPrint"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004108"	"MVDM-HOST-ONE1-004409"	"GetLastError"	"O:\repos.external\OpenNT|base/win32/client/error.c|8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5|82|GetLastError"	"O:\repos.external\OpenNT"	"base/win32/client/error.c"	"8df809e59e87d732c8d5036ac0d6d1ac8734f87d1fefecd1d6020ea1ec4beee5"	"82"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004108"	"MVDM-HOST-ONE1-004409"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/chresult.hxx|49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15|76|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/chresult.hxx"	"49a11cc8c8fa72ad1862722195437e75ba4fe49c5bfce7472903e1359dd53b15"	"76"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-004108"	"MVDM-HOST-ONE1-004409"	"GetLastError"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/pch.cxx|d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8|132|GetLastError"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/pch.cxx"	"d68ef6d86292ca6e434ec5f286ab608e9dc84ec782bffa5cd796ec04611c87c8"	"132"	"GetLastError"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
