resolution_id	one_ledger1_identity	callee_spelling	candidate_identity	definition_source_root	definition_source_path	definition_source_sha256	definition_source_line	definition_symbol	definition_linkage	source_location	disposition
"MVDM-HOST-ONE1-RESOLUTION-000068"	"MVDM-HOST-ONE1-000127"	"OpenFile"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/open.cxx|25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f|110|OpenFile"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/open.cxx"	"25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f"	"110"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000069"	"MVDM-HOST-ONE1-000128"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000070"	"MVDM-HOST-ONE1-000129"	"_llseek"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|189|_llseek"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000071"	"MVDM-HOST-ONE1-000130"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000072"	"MVDM-HOST-ONE1-000131"	"_llseek"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|189|_llseek"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000073"	"MVDM-HOST-ONE1-000132"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000074"	"MVDM-HOST-ONE1-000133"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000075"	"MVDM-HOST-ONE1-000134"	"_llseek"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|189|_llseek"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000076"	"MVDM-HOST-ONE1-000135"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000077"	"MVDM-HOST-ONE1-000136"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"O:\repos.external\OpenNT"	"base/mvdm/wow16/user/wsprintf.c"	"f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7"	"336"	"wsprintf"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000078"	"MVDM-HOST-ONE1-000137"	"_llseek"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|189|_llseek"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"189"	"_llseek"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000079"	"MVDM-HOST-ONE1-000138"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000080"	"MVDM-HOST-ONE1-000139"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"O:\repos.external\OpenNT"	"base/mvdm/wow16/user/wsprintf.c"	"f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7"	"336"	"wsprintf"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000081"	"MVDM-HOST-ONE1-000140"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000082"	"MVDM-HOST-ONE1-000141"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000083"	"MVDM-HOST-ONE1-000142"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000083"	"MVDM-HOST-ONE1-000142"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000083"	"MVDM-HOST-ONE1-000142"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000084"	"MVDM-HOST-ONE1-000144"	"strcpy"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcpy.cxx|e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56|84|strcpy"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcpy.cxx"	"e6069a2825702fb666ed97cce410d949538a26d400ab6dda804f5b7fa5a81b56"	"84"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000084"	"MVDM-HOST-ONE1-000144"	"strcpy"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|223|strcpy"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"223"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000084"	"MVDM-HOST-ONE1-000144"	"strcpy"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|89|strcpy"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"89"	"strcpy"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000085"	"MVDM-HOST-ONE1-000145"	"strcat"	"O:\repos.external\OpenNT|admin/netui/common/src/string/string/strcat.cxx|7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db|53|strcat"	"O:\repos.external\OpenNT"	"admin/netui/common/src/string/string/strcat.cxx"	"7f2504abaada6dc3dc7df3f8ca18599725418a8df3e3b21b3aa052b4a1b248db"	"53"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000085"	"MVDM-HOST-ONE1-000145"	"strcat"	"O:\repos.external\OpenNT|base/boot/veneer/vrlib.c|119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569|234|strcat"	"O:\repos.external\OpenNT"	"base/boot/veneer/vrlib.c"	"119251ec114e3876ad1a89909091d102c7ace765c390714afda87b338ea62569"	"234"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000085"	"MVDM-HOST-ONE1-000145"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/alpha/strcat.c|267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee|49|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/alpha/strcat.c"	"267d79ccdb2d3e9de4c008d656ab8480c37a3286edd176dfb0d783728e8d73ee"	"49"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000085"	"MVDM-HOST-ONE1-000145"	"strcat"	"O:\repos.external\OpenNT|base/crts/crtw32/string/strcat.c|0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5|55|strcat"	"O:\repos.external\OpenNT"	"base/crts/crtw32/string/strcat.c"	"0d3322705876f42ccd54dc68ee1ae9f3727ccc609c05aa44f8d1a5e9e84c32f5"	"55"	"strcat"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000086"	"MVDM-HOST-ONE1-000146"	"OpenFile"	"O:\repos.external\OpenNT|base/mvdm/dos/v86/tools/src/h2inc/h2inc.c|d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163|456|OpenFile"	"O:\repos.external\OpenNT"	"base/mvdm/dos/v86/tools/src/h2inc/h2inc.c"	"d41ccc8bb473c1bb4c0fd6a7baf0d19b933602a2c9ef5a5b9660b2f4a79c8163"	"456"	"OpenFile"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000086"	"MVDM-HOST-ONE1-000146"	"OpenFile"	"O:\repos.external\OpenNT|base/win32/client/fileopcr.c|8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626|2606|OpenFile"	"O:\repos.external\OpenNT"	"base/win32/client/fileopcr.c"	"8fb149d5466e8882efaef636c47fa6cb29cdde50e3b934c2e1be4fb597ee6626"	"2606"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000086"	"MVDM-HOST-ONE1-000146"	"OpenFile"	"O:\repos.external\OpenNT|com/ole32/stg/props/utest/open.cxx|25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f|110|OpenFile"	"O:\repos.external\OpenNT"	"com/ole32/stg/props/utest/open.cxx"	"25c998a70aa22f5d67881a6d1d3829fd9add0fc04813ba193c39dd26ca2f0f2f"	"110"	"OpenFile"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000087"	"MVDM-HOST-ONE1-000147"	"wsprintf"	"O:\repos.external\OpenNT|base/mvdm/wow16/user/wsprintf.c|f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7|336|wsprintf"	"O:\repos.external\OpenNT"	"base/mvdm/wow16/user/wsprintf.c"	"f58afbd56ab824442609f098d2b7f8709e978a61a51a195db874e28aea2130e7"	"336"	"wsprintf"	"externally-linkable"	"selected-MVDM-or-extracted-SoftPC-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000088"	"MVDM-HOST-ONE1-000148"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000089"	"MVDM-HOST-ONE1-000149"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000090"	"MVDM-HOST-ONE1-000150"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000091"	"MVDM-HOST-ONE1-000151"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000092"	"MVDM-HOST-ONE1-000152"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000093"	"MVDM-HOST-ONE1-000153"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000094"	"MVDM-HOST-ONE1-000154"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000095"	"MVDM-HOST-ONE1-000155"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000096"	"MVDM-HOST-ONE1-000156"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000097"	"MVDM-HOST-ONE1-000157"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000098"	"MVDM-HOST-ONE1-000158"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000099"	"MVDM-HOST-ONE1-000159"	"_lclose"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|172|_lclose"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"172"	"_lclose"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
"MVDM-HOST-ONE1-RESOLUTION-000100"	"MVDM-HOST-ONE1-000160"	"_lread"	"O:\repos.external\OpenNT|base/win32/client/lcompat.c|4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b|124|_lread"	"O:\repos.external\OpenNT"	"base/win32/client/lcompat.c"	"4c27c43dc911e276e2abb3cc36eb15840985360f0d32af1f4f8de332816bd25b"	"124"	"_lread"	"externally-linkable"	"non-MVDM-OpenNT-source"	"physical original source definition candidate; linkage/declaration/package selection remains pending"
